Name,Alias,Nationality,Designation,Sanction Type,Source
LIMITED LIABILITY COMPANY OMP,None,Unknown,Entity,RUSSIA-EO14024,USOFAC_SDN
Anastasiya Borisovna BONDARENKO,None,Russia,Individual,RUSSIA-EO14024,USOFAC_SDN
JOINT STOCK COMPANY KREDO,AO KREDO,Unknown,Entity,RUSSIA-EO14024,USOFAC_SDN
Viktor Leonidovich EVTUKHOV,None,Russia,Individual,RUSSIA-EO14024,USOFAC_SDN
Maksim Alekseyevich KOTELNIKOV,None,Russia,Individual,RUSSIA-EO14024,USOFAC_SDN
SISTEMA ASIA PTE LTD,None,Unknown,Entity,RUSSIA-EO14024,USOFAC_SDN
LIMITED LIABILITY COMPANY HARTIS DV,KHARTIS DV LLC,Unknown,Entity,RUSSIA-EO14024,USOFAC_SDN
JOINT STOCK COMPANY PLASTMASS PLANT,None,Unknown,Entity,RUSSIA-EO14024,USOFAC_SDN
LIMITED LIABILITY COMPANY INTEGRATED SOLUTIONS,None,Unknown,Entity,RUSSIA-EO14024,USOFAC_SDN
Dmitriy Alekseyevich DMITRIEV,None,Russia,Individual,RUSSIA-EO14024,USOFAC_SDN
SISTEMA SMARTTEKH,None,Unknown,Entity,RUSSIA-EO14024,USOFAC_SDN
LIMITED LIABILITY COMPANY INFRASTRACTURE HOLDING 1,None,Unknown,Entity,RUSSIA-EO14024,USOFAC_SDN
LIMITED LIABILITY COMPANY RI2,None,Unknown,Entity,RUSSIA-EO14024,USOFAC_SDN
RUSSIAN TITANIUM RESOURCES LIMITED,None,Unknown,Entity,RUSSIA-EO14024,USOFAC_SDN
LIMITED LIABILITY COMPANY ID SOLUTION,None,Unknown,Entity,RUSSIA-EO14024,USOFAC_SDN
LIMITED LIABILITY COMPANY KISMET TELECOM INFRASTRUCTURE,None,Unknown,Entity,RUSSIA-EO14024,USOFAC_SDN
LIMITED LIABILITY COMPANY RECHNIKOV INVEST,None,Unknown,Entity,RUSSIA-EO14024,USOFAC_SDN
Igor Nikolaevich IEVLEV,IEVLEV,Russia,Individual,RUSSIA-EO14024,USOFAC_SDN
LIMITED LIABILITY COMPANY RADIO REKLAMA NN,None,Unknown,Entity,RUSSIA-EO14024,USOFAC_SDN
LIMITED LIABILITY COMPANY YACHT CLUB RIVER PARK NAGATINO,None,Unknown,Entity,RUSSIA-EO14024,USOFAC_SDN
OOO MVIZION,None,Unknown,Entity,RUSSIA-EO14024,USOFAC_SDN
LIMITED LIABILITY COMPANY KISMET TELECOM INFRASTRUCTURE 2,None,Unknown,Entity,RUSSIA-EO14024,USOFAC_SDN
LIMITED LIABILITY COMPANY RIVER PARK,None,Unknown,Entity,RUSSIA-EO14024,USOFAC_SDN
LIMITED LIABILITY COMPANY ARCTIC LNG 2,OOO ARKTIK SPG 2,Unknown,Entity,"RUSSIA-EO14024, UKRAINE-EO13662",USOFAC_SDN
LLC AEON DEVELOPMENT,None,Unknown,Entity,RUSSIA-EO14024,USOFAC_SDN
LIMITED LIABILITY COMPANY AHD SOUTH PORT,None,Unknown,Entity,RUSSIA-EO14024,USOFAC_SDN
QUALIFIED DEVELOPER KUTUZOVSKIY 16 LIMITED LIABILITY COMPANY,None,Unknown,Entity,RUSSIA-EO14024,USOFAC_SDN
LLC ABZ BELYI RAST,None,Unknown,Entity,RUSSIA-EO14024,USOFAC_SDN
LIMITED LIABILITY COMPANY AHD KUTUZOVSKIY TOWERS,None,Unknown,Entity,RUSSIA-EO14024,USOFAC_SDN
FEDERAL AUTONOMOUS INSTITUTION ROSKAPSTROY,None,Unknown,Entity,RUSSIA-EO14024,USOFAC_SDN
LIMITED LIABILITY COMPANY FLEMSTED,None,Unknown,Entity,RUSSIA-EO14024,USOFAC_SDN
LIMITED LIABILITY COMPANY ROSKAPSTROY INFRASTRUCTURAL PROJECTS,LLC RKS INFRASTRUCTURE,Unknown,Entity,RUSSIA-EO14024,USOFAC_SDN
LIMITED LIABILITY COMPANY YUP 2,OOO IUP 2,Unknown,Entity,RUSSIA-EO14024,USOFAC_SDN
LIMITED LIABILITY COMPANY ROSKAPSTROY CLEAN WATER,RKS CLEAR VODY LLC,Unknown,Entity,RUSSIA-EO14024,USOFAC_SDN
LIMITED LIABILITY COMPANY KSK LTD,None,Unknown,Entity,RUSSIA-EO14024,USOFAC_SDN
LIMITED LIABILITY COMPANY TORGRECHTRANS,None,Unknown,Entity,RUSSIA-EO14024,USOFAC_SDN
LIMITED LIABILITY COMPANY KALININGRAD BALTTRANS,LIMITED LIABILITY COMPANY KBT,Unknown,Entity,RUSSIA-EO14024,USOFAC_SDN
LIMITED LIABILITY COMPANY POZITIVINFO,None,Unknown,Entity,RUSSIA-EO14024,USOFAC_SDN
Elena Igorevna MILSKAIA,MILSKAYA,Russia,Individual,RUSSIA-EO14024,USOFAC_SDN
Salman Soipovich ZAKRIEV,None,Russia,Individual,RUSSIA-EO14024,USOFAC_SDN
LIMITED LIABILITY COMPANY PROSPEKT,None,Unknown,Entity,RUSSIA-EO14024,USOFAC_SDN
LIMITED LIABILITY COMPANY MACHINE BUILDING ASSOCIATION PRESSMASH,None,Unknown,Entity,RUSSIA-EO14024,USOFAC_SDN
LLC TSENTRTEKHKHIMMASH,None,Unknown,Entity,RUSSIA-EO14024,USOFAC_SDN
Dmitriy Aleksandrovich OGURYAEV,None,Russia,Individual,RUSSIA-EO14024,USOFAC_SDN
Yakub Salmanovich ZAKRIEV,ZAKRIEV,Russia,Individual,RUSSIA-EO14024,USOFAC_SDN
LIMITED LIABILITY COMPANY RASSVET,None,Unknown,Entity,RUSSIA-EO14024,USOFAC_SDN
LLC A INVEST,None,Unknown,Entity,RUSSIA-EO14024,USOFAC_SDN
LIMITED LIABILITY COMPANY NEW TECHNOLOGIES,LIMITED LIABILITY COMPANY AERLYON TECHNOLOGIES,Unknown,Entity,RUSSIA-EO14024,USOFAC_SDN
Aleksey Mikhaylovich SERKO,SERKO,Russia,Individual,RUSSIA-EO14024,USOFAC_SDN
JOINT STOCK COMPANY NPC SPETSNEFTPRODUKT,None,Unknown,Entity,RUSSIA-EO14024,USOFAC_SDN
Lev Valentinovich GERSHANOK,None,Russia,Individual,RUSSIA-EO14024,USOFAC_SDN
Oleg Yurevich KACHANOV,None,Russia,Individual,RUSSIA-EO14024,USOFAC_SDN
LIMITED LIABILITY COMPANY STILSOFT,None,Unknown,Entity,RUSSIA-EO14024,USOFAC_SDN
LIMITED LIABILITY COMPANY ROSKAPSTROY NOVOROSSIYA,RKS NR LLC,Unknown,Entity,RUSSIA-EO14024,USOFAC_SDN
AIRCRAFT COMPONENTS LOGISTICS LTD,LIMITED LIABILITY COMPANY AVIATION COMPONENTS LOGISTICS,Unknown,Entity,RUSSIA-EO14024,USOFAC_SDN
Aliaksandr Vasilevich SHAKUTSIN,SHAKUTIN,Belarus,Individual,BELARUS-EO14038,USOFAC_SDN
OPEN JOINT STOCK COMPANY AMKODOR MANAGEMENT HOLDING COMPANY,AMKODOR OAO,Unknown,Entity,BELARUS-EO14038,USOFAC_SDN
SOLINVEST LTD,None,Unknown,Entity,RUSSIA-EO14024,USOFAC_SDN
Mojtaba JAHANDUST,MARGHUB,Iran,Individual,"SDGT, IRGC",USOFAC_SDN
Habib Hasan Mughamis DARRAJI,DARRAJI,Iraq,Individual,SDGT,USOFAC_SDN
Imad Naji AL-BAHADLI,MOHAMMED,Iraq,Individual,SDGT,USOFAC_SDN
Ja'far AL-HUSAYNI,AL-HUSSAINI,Iraq,Individual,SDGT,USOFAC_SDN
OBSHCHESTVO S OGRANICHENNOI OTVETSTVENNOSTYU SIGNAL-INVEST,SIGNAL-INVEST OOO,Unknown,Entity,RUSSIA-EO14024,USOFAC_SDN
Teresa De Jesus ALVARADO RUBIO,None,Mexico,Individual,ILLICIT-DRUGS-EO14059,USOFAC_SDN
Manuel Alejandro FOUBERT CADENA,None,Mexico,Individual,ILLICIT-DRUGS-EO14059,USOFAC_SDN
Gabriela DEL VILLAR CONTRERAS,None,Mexico,Individual,ILLICIT-DRUGS-EO14059,USOFAC_SDN
SIGNAL-TEPLOTEKHNIKA OOO,SIGNAL TEPLOTEKHNIKA,Unknown,Entity,RUSSIA-EO14024,USOFAC_SDN
Song Chol CHOE,CHOE,"Korea, North",Individual,DPRK4,USOFAC_SDN
Song Sun IM,None,"Korea, North",Individual,DPRK4,USOFAC_SDN
Myong Chol JANG,CHANG,"Korea, North",Individual,DPRK4,USOFAC_SDN
Jihad Muhammad Shaker YAGHMOUR,YAGHMOUR,Turkey,Individual,SDGT,USOFAC_SDN
Reda Ali KHAMIS,None,Lebanon,Individual,SDGT,USOFAC_SDN
NABIL CHOUMAN & CO,NABIL CHOUMAN AND CO,Unknown,Entity,SDGT,USOFAC_SDN
Nabil Khaled Halil CHOUMAN,SHOMAN,Lebanon,Individual,SDGT,USOFAC_SDN
Khaled CHOUMAN,SHOMAN,Lebanon,Individual,SDGT,USOFAC_SDN
Akram AL-AJOURI,AL-'AJURI,Palestinian,Individual,SDGT,USOFAC_SDN
MUHJAT ALQUDS FOUNDATION,MUHJAT AL-QUDS FOUNDATION FOR PRISONERS,Unknown,Entity,SDGT,USOFAC_SDN
"AXIS SALE & MAINTENANCE BUILDINGS, S.A. DE C.V.","AXIS SALE AND MAINTENANCE BUILDINGS, S.A. DE C.V.",Unknown,Entity,ILLICIT-DRUGS-EO14059,USOFAC_SDN
Nasser ABU SHARIF,AL-JAMUS,Palestinian,Individual,SDGT,USOFAC_SDN
"CONDOS & VACATIONS BUILDINGS SALE & MAINTENANCE, S.A. DE C.V.","CONDOS AND VACATIONS BUILDINGS SALE AND MAINTENANCE, S.A. DE C.V.",Unknown,Entity,ILLICIT-DRUGS-EO14059,USOFAC_SDN
"INTERNATIONAL REALTY & MAINTENANCE, S.A. DE C.V.","INTERNATIONAL REALTY AND MAINTENANCE, S.A. DE C.V.",Unknown,Entity,ILLICIT-DRUGS-EO14059,USOFAC_SDN
"REAL ESTATES & HOLIDAY CITIES, S.A. DE C.V.","REAL ESTATES AND HOLIDAY CITIES, S.A. DE C.V.",Unknown,Entity,ILLICIT-DRUGS-EO14059,USOFAC_SDN
"ASSIS REALTY AND VACATION CLUB, S.A. DE C.V.",None,Unknown,Entity,ILLICIT-DRUGS-EO14059,USOFAC_SDN
"COMERCIALIZADORA DE SERVICIOS TURISTICOS DE VALLARTA, S.A. DE C.V.",None,Unknown,Entity,ILLICIT-DRUGS-EO14059,USOFAC_SDN
"GRUPO EMPRESARIAL EPTA, S.A. DE C.V.",GRUPO EPTA,Unknown,Entity,ILLICIT-DRUGS-EO14059,USOFAC_SDN
"MEGA COMERCIAL FERRELECTRICA, S.A. DE C.V.",None,Unknown,Entity,ILLICIT-DRUGS-EO14059,USOFAC_SDN
"TERRA MINAS E INVERSIONES DEL PACIFICO, S.A.P.I. DE C.V.",None,Unknown,Entity,ILLICIT-DRUGS-EO14059,USOFAC_SDN
